Filename,Siglevel,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Studentized_Residuals,Studentized_Residuals_Time,Anderson_Darling,Anderson_Darling_Time,CVM,CVM_Time
USC00368596_precipitation.csv,0.05,0.87387908993203,19.2332226522216,22.3417108081272,0.0773505,19.1,0.1659743,39.1,0.9707191,29,0.762702
USC00368905_precipitation.csv,0.01,0.94558491771182,52.6524178151908,65.8529947064136,0.0626652,0.3,0.0007751,22.9,0.7378822,22.9,0.7238663
USC00368905_precipitation.csv,0.05,0.94558491771182,52.6524178151908,65.8529947064136,0.0623117,12.4,0.2510815,22.9,0.7235024,22.9,0.7123097
USC00369050_precipitation.csv,0.01,13.9642209109287,25.8585154264939,42.743346409722,0.0689427,7.4,0.1196788,27.4,0.7114419,27.4,0.7457635
USC00369050_precipitation.csv,0.05,13.9642209109287,25.8585154264939,42.743346409722,0.0602293,7.4,0.13298,28.2,0.786363,28.2,0.8109921
USC00369298_precipitation.csv,0.01,16.4116154035213,21.0598078218922,25.7128370519428,0.0451831,15,0.1108795,29.2,0.801583,28.2,0.814936
USC00369298_precipitation.csv,0.05,16.4116154035213,21.0598078218922,25.7128370519428,0.0529898,15,0.1143069,30.7,0.8073976,29.5,0.7662948
USC00380074_precipitation.csv,0.01,6.15496066774014,14.2774294226833,39.9409284248027,0.0713188,7.4,0.1922954,33.3,0.8376692,33.3,0.8202999
USC00380074_precipitation.csv,0.05,6.15496066774014,14.2774294226833,39.9409284248027,0.0742887,7.4,0.212409,34.8,0.8496686,34.8,0.8509469
USC00380165_precipitation.csv,0.01,39.6350800295018,41.7196734786385,58.3629887264022,0.0855008,22.6,0.1207449,45.5,1.1559672,45.5,1.144655
USC00380165_precipitation.csv,0.05,39.6350800295018,41.7196734786385,58.3629887264022,0.1089727,22.6,0.1266438,46,1.1737739,45.5,1.1429122
USC00381277_precipitation.csv,0.01,19.1063211292436,44.2584008249162,56.0641093378676,0.0753182,20.1,0.1286939,32.8,0.8501068,32.8,0.8476928
USC00381277_precipitation.csv,0.05,19.1063211292436,44.2584008249162,56.0641093378676,0.0814818,20.1,0.1305714,37.1,0.9673116,37.1,0.933774
USC00381462_precipitation.csv,0.01,18.388133898194,21.5703254368393,38.2024937044597,0.091899,0.3,0.001132,36.3,0.9342377,36.3,0.9130338
USC00381462_precipitation.csv,0.05,18.388133898194,21.5703254368393,38.2024937044597,0.1126955,0.3,0.001239,37.6,0.9471693,36.6,0.9071851
