Iteration,Run,CDF_Threshold,k,sigma,Rounding,Real_Threshold,SigLevel,Studentized_Residuals,SR_Time,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Anderson_Darling,AD_Time,Cramer_Von_Mises,CVM_Time
1465,5,0.995,-0.1,0.5,1,2.5758293035489,0.01,1.6,0.2213622,1.62534322794415,NaN,NaN,0.0048771,3.6,0.2601947,3.6,0.2560547
1466,5,0.995,-0.1,0.5,1,2.5758293035489,0.05,1.6,0.2085599,1.62534322794415,NaN,NaN,0.0057593,3.6,0.2582018,3.6,0.2595937
1467,5,0.995,-0.1,0.5,2,2.5758293035489,0.01,1.62,0.384766,1.60957121666466,2.91505159503391,NaN,0.0993831,1.55,1.5381922,1.55,1.5614225
1468,5,0.995,-0.1,0.5,2,2.5758293035489,0.05,1.62,0.4223111,1.60957121666466,2.91505159503391,NaN,0.1041161,1.6,1.6024294,1.6,1.6075035
1469,5,0.995,-0.1,0.5,3,2.5758293035489,0.01,1.569,1.931529,1.60313047469842,2.92863517919645,NaN,25.1316114,1.548,15.362862,1.548,15.3036767
1470,5,0.995,-0.1,0.5,3,2.5758293035489,0.05,1.569,1.9295684,1.60313047469842,2.92863517919645,NaN,25.0561777,1.597,16.0898076,1.597,15.5106326
1471,6,0.995,-0.1,0.5,1,2.5758293035489,0.01,1.6,0.2133392,1.67961500445442,NaN,NaN,0.0057864,3.4,0.2491974,3.4,0.2483714
1472,6,0.995,-0.1,0.5,1,2.5758293035489,0.05,1.6,0.2086708,1.67961500445442,NaN,NaN,0.0047357,3.4,0.2467942,3.4,0.2572106
1473,6,0.995,-0.1,0.5,2,2.5758293035489,0.01,1.39,0.3777924,1.71428788330253,2.74401635915191,NaN,0.0768586,1.75,1.646041,1.75,1.6325384
1474,6,0.995,-0.1,0.5,2,2.5758293035489,0.05,1.39,0.3707845,1.71428788330253,2.74401635915191,NaN,0.0697964,1.77,1.6893163,1.77,1.6830879
1475,6,0.995,-0.1,0.5,3,2.5758293035489,0.01,1.242,1.9765624,1.79199391255513,2.73754073695373,NaN,23.3271012,1.662,16.1921941,1.662,15.7572701
1476,6,0.995,-0.1,0.5,3,2.5758293035489,0.05,1.242,1.950432,1.79199391255513,2.73754073695373,NaN,23.4088869,1.662,16.2903804,1.662,15.8145651
1477,7,0.995,-0.1,0.5,1,2.5758293035489,0.01,1.6,0.1980427,1.67862016583643,NaN,NaN,0.0047479,3.4,0.2629109,3.4,0.2696806
1478,7,0.995,-0.1,0.5,1,2.5758293035489,0.05,1.6,0.1977834,1.67862016583643,NaN,NaN,0.0061412,3.4,0.2634396,3.4,0.2621976
1479,7,0.995,-0.1,0.5,2,2.5758293035489,0.01,1.9,0.4201333,1.78659900885511,2.60293656538329,NaN,0.0794313,1.88,1.7879355,1.88,1.7462193
1480,7,0.995,-0.1,0.5,2,2.5758293035489,0.05,1.9,0.4223709,1.78659900885511,2.60293656538329,NaN,0.0900072,1.88,1.7392455,1.88,1.7763165
1481,7,0.995,-0.1,0.5,3,2.5758293035489,0.01,1.351,1.9383221,1.85642740338658,2.58625535144217,NaN,23.9719591,1.871,17.3308443,1.871,16.7575641
1482,7,0.995,-0.1,0.5,3,2.5758293035489,0.05,1.351,1.9425777,1.85642740338658,2.58625535144217,NaN,23.6502623,1.871,16.9636101,1.871,17.0154758
1483,8,0.995,-0.1,0.5,1,2.5758293035489,0.01,1.6,0.2129746,1.78623849610294,NaN,NaN,0.0056626,3.4,0.2579688,3.4,0.256463
1484,8,0.995,-0.1,0.5,1,2.5758293035489,0.05,1.6,0.1993967,1.78623849610294,NaN,NaN,0.0055901,3.4,0.2521891,3.4,0.2533045
1485,8,0.995,-0.1,0.5,2,2.5758293035489,0.01,1.56,0.4655686,1.8700407110322,2.38846280697628,NaN,0.0782115,1.94,1.8338603,1.94,1.8388523
1486,8,0.995,-0.1,0.5,2,2.5758293035489,0.05,1.95,0.6979279,1.8700407110322,2.38846280697628,NaN,0.0900569,1.94,1.8360052,1.94,1.830508
1487,8,0.995,-0.1,0.5,3,2.5758293035489,0.01,1.579,1.9138185,1.88743756313882,2.32090896320232,NaN,24.5933667,1.87,17.8059688,1.87,17.2423795
1488,8,0.995,-0.1,0.5,3,2.5758293035489,0.05,1.579,1.9269101,1.88743756313882,2.32090896320232,NaN,24.5344722,1.87,17.5612361,1.87,17.6843501
1489,9,0.995,-0.1,0.5,1,2.5758293035489,0.01,1.4,0.1952079,2.01823437162986,NaN,NaN,0.0046384,3.4,0.2553277,3.4,0.2574505
1490,9,0.995,-0.1,0.5,1,2.5758293035489,0.05,2.2,0.3686465,2.01823437162986,NaN,NaN,0.0047662,3.4,0.2527705,3.4,0.2507832
1491,9,0.995,-0.1,0.5,2,2.5758293035489,0.01,1.46,0.4659996,2.04114134116125,NaN,NaN,0.0832022,2.02,1.8195691,2.02,1.817284
1492,9,0.995,-0.1,0.5,2,2.5758293035489,0.05,1.46,0.4740157,2.04114134116125,NaN,NaN,0.0783941,2.02,1.8205931,2.02,1.8319219
1493,9,0.995,-0.1,0.5,3,2.5758293035489,0.01,1.434,1.8442872,2.00644919554155,2.93780635235596,NaN,23.9762179,2.012,17.9363893,2.012,17.0980717
1494,9,0.995,-0.1,0.5,3,2.5758293035489,0.05,1.434,1.8513863,2.00644919554155,2.93780635235596,NaN,24.165049,2.012,17.4657497,2.012,17.2979934
1495,10,0.995,-0.1,0.5,1,2.5758293035489,0.01,1.5,0.2523158,1.63620889815227,NaN,NaN,0.0048025,3.5,0.2539279,3.5,0.2514582
1496,10,0.995,-0.1,0.5,1,2.5758293035489,0.05,1.5,0.2249108,1.63620889815227,NaN,NaN,0.0048476,3.5,0.2613203,3.5,0.252635
1497,10,0.995,-0.1,0.5,2,2.5758293035489,0.01,1.58,0.3675811,1.73825299600571,NaN,NaN,0.0832679,1.91,1.7799373,1.91,1.7484919
1498,10,0.995,-0.1,0.5,2,2.5758293035489,0.05,1.58,0.3896175,1.73825299600571,NaN,NaN,0.0876652,1.91,1.7678133,1.91,1.7589515
1499,10,0.995,-0.1,0.5,3,2.5758293035489,0.01,1.582,1.7744401,1.71240134702347,2.11515958499342,NaN,23.7288017,1.699,16.5109521,1.699,15.9777033
1500,10,0.995,-0.1,0.5,3,2.5758293035489,0.05,1.582,1.7826512,1.71240134702347,2.11515958499342,NaN,24.0280764,1.783,16.3744577,1.862,16.8321917
1501,1,0.995,-0.1,1,1,2.5758293035489,0.01,1.6,0.2111001,1.73263682020401,NaN,NaN,0.0052468,1.5,0.1688077,1.5,0.1540484
1502,1,0.995,-0.1,1,1,2.5758293035489,0.05,1.6,0.2099419,1.73263682020401,NaN,NaN,0.0052846,1.5,0.1536334,1.5,0.1580878
1503,1,0.995,-0.1,1,2,2.5758293035489,0.01,1.61,0.3802454,1.78148106171656,3.0222588997447,NaN,0.0782693,1.32,1.3524806,1.32,1.3629796
1504,1,0.995,-0.1,1,2,2.5758293035489,0.05,1.61,0.3957416,1.78148106171656,3.0222588997447,NaN,0.1037872,1.32,1.3566579,1.32,1.3553558
1505,1,0.995,-0.1,1,3,2.5758293035489,0.01,1.628,2.4357424,1.78804754683012,2.99394069523913,NaN,24.6013196,1.325,13.5349348,1.325,13.8801625
1506,1,0.995,-0.1,1,3,2.5758293035489,0.05,1.628,2.4867571,1.78804754683012,2.99394069523913,NaN,24.9531434,1.334,13.8384554,1.325,13.4256156
1507,2,0.995,-0.1,1,1,2.5758293035489,0.01,2.7,0.3419175,1.51043251668739,NaN,NaN,0.0061762,1.6,0.1596148,1.4,0.1419844
1508,2,0.995,-0.1,1,1,2.5758293035489,0.05,2.7,0.3381927,1.51043251668739,NaN,NaN,0.0072428,1.9,0.2099659,1.9,0.2038889
1509,2,0.995,-0.1,1,2,2.5758293035489,0.01,2.71,0.655883,1.62956954901356,3.27921010751119,NaN,0.0752321,1.09,1.2601366,1.09,1.2917651
1510,2,0.995,-0.1,1,2,2.5758293035489,0.05,2.71,0.662047,1.62956954901356,3.27921010751119,NaN,0.1046022,1.65,1.5438144,1.09,1.1609719
1511,2,0.995,-0.1,1,3,2.5758293035489,0.01,1.729,2.2556458,1.69700303930901,3.28119140499434,NaN,23.2990566,1.033,11.2669875,1.033,11.5576572
1512,2,0.995,-0.1,1,3,2.5758293035489,0.05,1.729,2.240908,1.69700303930901,3.28119140499434,NaN,23.1804625,1.095,11.7404585,1.089,11.6138253
1513,3,0.995,-0.1,1,1,2.5758293035489,0.01,1.7,0.2259244,1.52438267863932,2.61681190924796,NaN,0.0058906,1.5,0.1520386,1.5,0.1523157
1514,3,0.995,-0.1,1,1,2.5758293035489,0.05,2.5,0.3574695,1.52438267863932,2.61681190924796,NaN,0.0064076,1.5,0.154738,1.5,0.1500129
1515,3,0.995,-0.1,1,2,2.5758293035489,0.01,2.55,0.4752775,1.60908661379639,2.5804987736198,3.39939479517362,0.0815644,1.53,1.4427787,1.07,1.1690678
1516,3,0.995,-0.1,1,2,2.5758293035489,0.05,2.55,0.5000495,1.60908661379639,2.5804987736198,3.39939479517362,0.0955199,1.53,1.4239232,1.53,1.4302069
1517,3,0.995,-0.1,1,3,2.5758293035489,0.01,1.72,2.5407411,1.68627628834365,2.57322175550171,3.40286129045146,25.0411834,1.525,14.071744,1.073,11.5659724
1518,3,0.995,-0.1,1,3,2.5758293035489,0.05,1.72,2.3949263,1.68627628834365,2.57322175550171,3.40286129045146,25.0157175,1.531,14.41178,1.525,14.0191691
1519,4,0.995,-0.1,1,1,2.5758293035489,0.01,1.6,0.237044,1.60051911410821,2.66676845982794,NaN,0.0064181,1.5,0.1568396,1.5,0.1496202
1520,4,0.995,-0.1,1,1,2.5758293035489,0.05,1.6,0.2299337,1.60051911410821,2.66676845982794,NaN,0.0064433,1.5,0.1499365,1.5,0.154313
1521,4,0.995,-0.1,1,2,2.5758293035489,0.01,1.62,0.3599902,1.6402293081047,2.64584650987908,NaN,0.0884142,1.14,1.2303574,1.14,1.2228355
1522,4,0.995,-0.1,1,2,2.5758293035489,0.05,1.62,0.3658213,1.6402293081047,2.64584650987908,NaN,0.0882581,1.5,1.417984,1.14,1.2174925
1523,4,0.995,-0.1,1,3,2.5758293035489,0.01,1.387,1.8408711,1.64757598819029,2.63306983961263,NaN,23.5658851,1.146,12.5019633,1.138,12.3059737
1524,4,0.995,-0.1,1,3,2.5758293035489,0.05,1.387,1.8517911,1.64757598819029,2.63306983961263,NaN,24.0440359,1.478,14.1826451,1.142,12.5202438
1525,5,0.995,-0.1,1,1,2.5758293035489,0.01,2.6,0.3513937,1.37172520347794,2.7094464454585,NaN,0.0074666,1.4,0.1811062,1.4,0.1574336
1526,5,0.995,-0.1,1,1,2.5758293035489,0.05,2.6,0.3270714,1.37172520347794,2.7094464454585,NaN,0.0058305,1.7,0.2411186,1.4,0.1466196
1527,5,0.995,-0.1,1,2,2.5758293035489,0.01,2.58,0.4993301,1.4965324147713,2.6772906381488,NaN,0.1174375,1.41,1.4391984,1.07,1.149571
1528,5,0.995,-0.1,1,2,2.5758293035489,0.05,2.58,0.4792701,1.4965324147713,2.6772906381488,NaN,0.0991332,1.41,1.3871502,1.41,1.3510914
1529,5,0.995,-0.1,1,3,2.5758293035489,0.01,2.584,2.6034564,1.64050727508926,2.65113943537529,NaN,24.7686863,1.408,13.5847207,1.065,11.5229668
1530,5,0.995,-0.1,1,3,2.5758293035489,0.05,2.584,2.5605569,1.64050727508926,2.65113943537529,NaN,24.6923606,1.408,13.3668321,1.408,13.5208158
1531,6,0.995,-0.1,1,1,2.5758293035489,0.01,1.5,0.2095301,1.82863408508554,NaN,NaN,0.0066463,1.5,0.1612183,1.5,0.1606596
1532,6,0.995,-0.1,1,1,2.5758293035489,0.05,2.7,0.497354,1.82863408508554,NaN,NaN,0.0058431,1.5,0.1597882,1.5,0.1630101
1533,6,0.995,-0.1,1,2,2.5758293035489,0.01,1.92,0.5826592,1.89090557683756,3.22418061299438,NaN,0.0846707,1.4,1.3958144,1.4,1.4029091
1534,6,0.995,-0.1,1,2,2.5758293035489,0.05,1.92,0.5923512,1.89090557683756,3.22418061299438,NaN,0.0795433,1.4,1.3951285,1.4,1.4017036
1535,6,0.995,-0.1,1,3,2.5758293035489,0.01,1.867,2.462582,1.91414150418747,2.67663241807769,3.2180806510589,25.0043923,1.295,13.2999385,1.284,13.4384913
1536,6,0.995,-0.1,1,3,2.5758293035489,0.05,1.867,2.5538545,1.91414150418747,2.67663241807769,3.2180806510589,24.9339616,1.398,13.8616477,1.398,13.8234263
1537,7,0.995,-0.1,1,1,2.5758293035489,0.01,2.5,0.3581764,1.39313447748311,2.72426581325819,3.15889031240765,0.0060683,1.5,0.1507493,1.5,0.1528325
1538,7,0.995,-0.1,1,1,2.5758293035489,0.05,2.5,0.3569425,1.39313447748311,2.72426581325819,3.15889031240765,0.0062339,1.5,0.1514944,1.5,0.15089
1539,7,0.995,-0.1,1,2,2.5758293035489,0.01,2.6,0.5038275,1.51413721374773,2.6814681489389,3.57840768488149,0.1039056,1.53,1.4090727,1.52,1.4094281
1540,7,0.995,-0.1,1,2,2.5758293035489,0.05,2.6,0.4875959,1.51413721374773,2.6814681489389,3.57840768488149,0.0935418,1.6,1.4397156,1.53,1.4204275
1541,7,0.995,-0.1,1,3,2.5758293035489,0.01,2.619,3.4267304,1.55875089832807,2.67962750114009,3.58070336802826,24.9180312,1.525,13.8590055,1.52,13.7419131
1542,7,0.995,-0.1,1,3,2.5758293035489,0.05,2.619,3.1421794,1.55875089832807,2.67962750114009,3.58070336802826,25.4666219,1.597,14.5846846,1.525,13.8145053
1543,8,0.995,-0.1,1,1,2.5758293035489,0.01,2.6,0.3722472,1.61568835876728,NaN,NaN,0.0065628,1.5,0.1547968,1.5,0.1569725
1544,8,0.995,-0.1,1,1,2.5758293035489,0.05,2.6,0.3761945,1.61568835876728,NaN,NaN,0.0060861,1.5,0.1556493,1.5,0.1515952
1545,8,0.995,-0.1,1,2,2.5758293035489,0.01,2.67,0.8165991,1.73750129059557,2.72756995862063,3.57628762466296,0.0788043,1.17,1.2400833,1.15,1.2163131
1546,8,0.995,-0.1,1,2,2.5758293035489,0.05,2.67,0.8176121,1.73750129059557,2.72756995862063,3.57628762466296,0.0993726,1.52,1.4605532,1.15,1.2544099
1547,8,0.995,-0.1,1,3,2.5758293035489,0.01,1.797,2.2872267,1.78642481639649,2.7189414717438,3.65379115806799,24.8841641,1.163,12.8192505,1.152,12.3845194
1548,8,0.995,-0.1,1,3,2.5758293035489,0.05,1.797,2.2493963,1.78642481639649,2.7189414717438,3.65379115806799,24.7437402,1.517,14.3585194,1.163,12.8719976
1549,9,0.995,-0.1,1,1,2.5758293035489,0.01,2.5,0.341298,1.30238357687069,2.67787055833591,NaN,0.0077917,1.7,0.1583694,1.3,0.1346596
1550,9,0.995,-0.1,1,1,2.5758293035489,0.05,2.5,0.3347264,1.30238357687069,2.67787055833591,NaN,0.0065557,1.7,0.1588861,1.7,0.1602977
1551,9,0.995,-0.1,1,2,2.5758293035489,0.01,2.59,0.5128116,1.42552083612288,2.64437711499651,2.95072558260864,0.1186395,1.3,1.2828062,1.3,1.2619246
1552,9,0.995,-0.1,1,2,2.5758293035489,0.05,2.59,0.5081509,1.42552083612288,2.64437711499651,2.95072558260864,0.1063373,1.58,1.4058891,1.57,1.4349935
1553,9,0.995,-0.1,1,3,2.5758293035489,0.01,1.444,1.9168745,1.49092307922065,2.62929761524362,2.94413017542439,24.8140717,1.296,12.798329,1.109,11.8175949
1554,9,0.995,-0.1,1,3,2.5758293035489,0.05,1.444,2.0231618,1.49092307922065,2.62929761524362,2.94413017542439,24.2750863,1.567,13.8853873,1.567,14.1780512
1555,10,0.995,-0.1,1,1,2.5758293035489,0.01,1.6,0.2062204,1.65771585699516,NaN,NaN,0.0057931,1.7,0.1725648,1.7,0.1690682
1556,10,0.995,-0.1,1,1,2.5758293035489,0.05,1.6,0.1995773,1.65771585699516,NaN,NaN,0.0058236,1.7,0.1751936,1.7,0.1752226
1557,10,0.995,-0.1,1,2,2.5758293035489,0.01,1.92,0.5905726,1.77157974614845,2.61714386503516,3.45391544959573,0.0992423,1.45,1.4231211,1.45,1.4332062
1558,10,0.995,-0.1,1,2,2.5758293035489,0.05,2.54,0.6917234,1.77157974614845,2.61714386503516,3.45391544959573,0.0761878,1.53,1.4831728,1.53,1.478844
1559,10,0.995,-0.1,1,3,2.5758293035489,0.01,1.867,2.5626944,1.83612554996719,2.60226749618875,3.50138952187516,25.4837738,1.45,13.9947059,1.45,14.2050987
1560,10,0.995,-0.1,1,3,2.5758293035489,0.05,1.867,2.4253797,1.83612554996719,2.60226749618875,3.50138952187516,25.61681,1.483,14.1404232,1.483,14.1984149
1561,1,0.995,-0.1,2,1,2.5758293035489,0.01,2.5,0.3972594,1.32219690852937,2.62797676295981,NaN,0.007336,1.3,0.152779,1.3,0.1410667
1562,1,0.995,-0.1,2,1,2.5758293035489,0.05,2.5,0.4099109,1.32219690852937,2.62797676295981,NaN,0.0065866,1.8,0.1657439,1.8,0.1925027
1563,1,0.995,-0.1,2,2,2.5758293035489,0.01,2.54,0.3801122,1.44652446183257,2.58833696571789,3.17590930005822,0.1050346,0.89,0.9497519,0.85,0.9529936
1564,1,0.995,-0.1,2,2,2.5758293035489,0.05,2.54,0.376858,1.44652446183257,2.58833696571789,3.17590930005822,0.0963802,1.33,1.2222425,0.89,0.9222253
1565,1,0.995,-0.1,2,3,2.5758293035489,0.01,2.543,2.5380011,1.54039002979665,2.57921417241971,3.16678748015931,23.6817889,0.89,9.2690284,0.89,9.2310613
1566,1,0.995,-0.1,2,3,2.5758293035489,0.05,2.543,2.4955523,1.54039002979665,2.57921417241971,3.16678748015931,23.485227,1.331,12.5168005,0.893,9.4300265
1567,2,0.995,-0.1,2,1,2.5758293035489,0.01,2.5,0.365607,1.20237903512884,2.72599895574499,3.61115210489087,0.0084311,1.4,0.1428548,1.4,0.1374233
1568,2,0.995,-0.1,2,1,2.5758293035489,0.05,2.5,0.36722,1.20237903512884,2.72599895574499,3.61115210489087,0.0083492,2,0.1697857,2,0.167226
1569,2,0.995,-0.1,2,2,2.5758293035489,0.01,2.56,0.4881519,1.31446901482006,2.66962892113404,3.66821239017408,0.0904601,1.42,1.2945979,1.41,1.2780738
1570,2,0.995,-0.1,2,2,2.5758293035489,0.05,2.56,0.4596181,1.31446901482006,2.66962892113404,3.66821239017408,0.0976526,2.01,1.6294885,2.01,1.6186151
1571,2,0.995,-0.1,2,3,2.5758293035489,0.01,2.563,2.6519919,1.41331806986452,2.66354764658553,3.66569603193857,23.6505459,1.415,12.8953745,1.03,10.8272211
1572,2,0.995,-0.1,2,3,2.5758293035489,0.05,2.563,2.6226863,1.41331806986452,2.66354764658553,3.66569603193857,24.0377434,2.009,15.5027056,1.415,12.8565197
1573,3,0.995,-0.1,2,1,2.5758293035489,0.01,2.6,0.4162833,1.24228814747329,2.71842760172163,3.17246686827096,0.007746,1.4,0.1367988,1.4,0.1367308
1574,3,0.995,-0.1,2,1,2.5758293035489,0.05,2.6,0.3970977,1.24228814747329,2.71842760172163,3.17246686827096,0.0083855,1.8,0.1586877,1.8,0.1579836
1575,3,0.995,-0.1,2,2,2.5758293035489,0.01,2.56,0.372288,1.3805743376847,2.65779739471427,3.13925619593697,0.0884714,1.43,1.3180084,1.43,1.3171191
1576,3,0.995,-0.1,2,2,2.5758293035489,0.05,2.56,0.3768226,1.3805743376847,2.65779739471427,3.13925619593697,0.0933095,1.79,1.6412693,1.79,1.5796116
1577,3,0.995,-0.1,2,3,2.5758293035489,0.01,2.565,2.6563416,1.43314824050262,2.65056659982938,3.16209765161824,23.819106,1.424,13.0730331,1.424,13.2144831
1578,3,0.995,-0.1,2,3,2.5758293035489,0.05,2.565,2.5058837,1.43314824050262,2.65056659982938,3.16209765161824,23.8723692,1.783,15.0709274,1.783,14.6866775
1579,4,0.995,-0.1,2,1,2.5758293035489,0.01,2.6,0.4624307,1.61638089140725,2.77260679544667,NaN,0.0077442,1.4,0.1335652,1.3,0.1248182
1580,4,0.995,-0.1,2,1,2.5758293035489,0.05,2.6,0.4654266,1.61638089140725,2.77260679544667,NaN,0.0070665,1.4,0.1642668,1.4,0.1472052
1581,4,0.995,-0.1,2,2,2.5758293035489,0.01,2.57,0.5510075,1.70130190046575,2.70423722929372,3.8277906459883,0.1129111,1.34,1.3126692,1.34,1.3350085
1582,4,0.995,-0.1,2,2,2.5758293035489,0.05,2.57,0.5527891,1.70130190046575,2.70423722929372,3.8277906459883,0.0874329,1.38,1.274925,1.34,1.2329441
1583,4,0.995,-0.1,2,3,2.5758293035489,0.01,1.759,2.3089732,1.75750440410511,2.67136779529608,3.02850909263437,26.2287054,1.337,12.2397826,1.286,12.1200397
1584,4,0.995,-0.1,2,3,2.5758293035489,0.05,1.759,2.3210945,1.75750440410511,2.67136779529608,3.02850909263437,25.9875184,1.373,12.5721638,1.337,12.2782558
1585,5,0.995,-0.1,2,1,2.5758293035489,0.01,2.5,0.5416218,1.58243464661962,NaN,NaN,0.0069093,1.3,0.1422882,1.3,0.1276472
1586,5,0.995,-0.1,2,1,2.5758293035489,0.05,2.5,0.5366972,1.58243464661962,NaN,NaN,0.0061114,1.3,0.1309931,1.3,0.1304617
1587,5,0.995,-0.1,2,2,2.5758293035489,0.01,2.58,0.6007453,1.65740856214066,2.73339776050769,3.9141801274397,0.0733474,1.29,1.2138142,1.29,1.2089219
1588,5,0.995,-0.1,2,2,2.5758293035489,0.05,2.58,0.5993753,1.65740856214066,2.73339776050769,3.9141801274397,0.0767286,1.29,1.2180473,1.29,1.210115
1589,5,0.995,-0.1,2,3,2.5758293035489,0.01,1.718,2.2967503,1.70902040489915,2.73465850326897,3.94266111689776,24.1710682,1.291,12.3845516,1.093,10.7501768
1590,5,0.995,-0.1,2,3,2.5758293035489,0.05,1.718,2.3039585,1.70902040489915,2.73465850326897,3.94266111689776,24.0643915,1.291,12.1110911,1.291,12.2820825
1591,6,0.995,-0.1,2,1,2.5758293035489,0.01,2.6,0.4016707,1.45551176317752,2.72421072275232,NaN,0.0059205,1.8,0.164834,1.8,0.1590037
1592,6,0.995,-0.1,2,1,2.5758293035489,0.05,2.6,0.42051,1.45551176317752,2.72421072275232,NaN,0.0066377,2,0.2483055,2,0.1731695
1593,6,0.995,-0.1,2,2,2.5758293035489,0.01,2.6,0.4960504,1.55852629026135,2.66764739905737,3.38168061312271,0.0936604,1.76,1.5175861,1.76,1.5088308
1594,6,0.995,-0.1,2,2,2.5758293035489,0.05,2.6,0.4858811,1.55852629026135,2.66764739905737,3.38168061312271,0.1026355,1.76,1.5064266,1.76,1.511711
1595,6,0.995,-0.1,2,3,2.5758293035489,0.01,2.596,2.9510321,1.65752909900608,2.66499560305782,3.33369931334204,23.9848278,1.757,14.7617391,1.757,14.9734492
1596,6,0.995,-0.1,2,3,2.5758293035489,0.05,2.596,3.018698,1.65752909900608,2.66499560305782,3.33369931334204,24.3346141,1.757,14.4685622,1.757,14.7209401
1597,7,0.995,-0.1,2,1,2.5758293035489,0.01,2.5,0.3791025,1.25298699755865,3.18391893047467,4.60038584390182,0.0074992,1.4,0.137322,1.4,0.1357486
1598,7,0.995,-0.1,2,1,2.5758293035489,0.05,2.5,0.3840103,1.25298699755865,3.18391893047467,4.60038584390182,0.0075806,1.8,0.1653688,1.8,0.1547666
1599,7,0.995,-0.1,2,2,2.5758293035489,0.01,2.56,0.3636288,1.388767245788,3.14365042081683,4.0250443644386,0.0944279,1.4,1.2501348,1.4,1.2558401
1600,7,0.995,-0.1,2,2,2.5758293035489,0.05,2.56,0.3382957,1.388767245788,3.14365042081683,4.0250443644386,0.127725,1.41,1.2659411,1.77,1.6053108
1601,7,0.995,-0.1,2,3,2.5758293035489,0.01,2.564,2.8934225,1.53521581734694,2.62057960980787,3.13383778878191,24.0262131,1.403,12.3355397,1.403,12.5091736
1602,7,0.995,-0.1,2,3,2.5758293035489,0.05,2.564,2.6654785,1.53521581734694,2.62057960980787,3.13383778878191,24.4000041,1.409,12.4389861,1.749,13.8810042
1603,8,0.995,-0.1,2,1,2.5758293035489,0.01,2.6,0.3723801,1.44759722869244,2.77646383328076,NaN,0.0067898,1.7,0.1841742,1.7,0.1651663
1604,8,0.995,-0.1,2,1,2.5758293035489,0.05,2.6,0.3796696,1.44759722869244,2.77646383328076,NaN,0.0068333,1.7,0.1551718,1.7,0.1591362
1605,8,0.995,-0.1,2,2,2.5758293035489,0.01,2.57,0.670893,1.51910395979466,2.73579706245623,NaN,0.085426,1.01,1.0387845,0.99,1.0206713
1606,8,0.995,-0.1,2,2,2.5758293035489,0.05,2.57,0.6282518,1.51910395979466,2.73579706245623,NaN,0.0865924,1.72,1.618586,1.72,1.6229643
1607,8,0.995,-0.1,2,3,2.5758293035489,0.01,2.573,2.7225823,1.5949855803003,2.74899933808313,4.79545902879006,25.6989648,1.011,10.3769139,0.987,10.2151907
1608,8,0.995,-0.1,2,3,2.5758293035489,0.05,2.573,2.7772615,1.5949855803003,2.74899933808313,4.79545902879006,25.5845429,1.715,14.6444145,1.655,13.9160097
1609,9,0.995,-0.1,2,1,2.5758293035489,0.01,2.5,0.2577338,1.22055773556367,2.69043108538748,3.59372883864265,0.0073294,1.7,0.1533014,1.6,0.1467681
1610,9,0.995,-0.1,2,1,2.5758293035489,0.05,2.5,0.2481818,1.22055773556367,2.69043108538748,3.59372883864265,0.0072433,1.9,0.1656024,1.9,0.1615504
1611,9,0.995,-0.1,2,2,2.5758293035489,0.01,2.58,0.4569642,1.31964203663235,2.65188317525799,3.53134493506857,0.0973318,1.65,1.4155885,1.62,1.4085086
1612,9,0.995,-0.1,2,2,2.5758293035489,0.05,2.58,0.4597592,1.31964203663235,2.65188317525799,3.53134493506857,0.0828409,1.65,1.4524241,1.65,1.438118
1613,9,0.995,-0.1,2,3,2.5758293035489,0.01,2.576,2.7078896,1.43653788380988,2.64433855953081,3.53362972255252,24.1980931,1.638,14.185584,1.62,13.618206
1614,9,0.995,-0.1,2,3,2.5758293035489,0.05,2.576,2.7742231,1.43653788380988,2.64433855953081,3.53362972255252,23.9365215,1.647,13.9782189,1.647,14.2399607
1615,10,0.995,-0.1,2,1,2.5758293035489,0.01,2.5,0.428778,1.43177937640428,2.71386662304498,3.70955744076853,0.0067871,1.4,0.1379373,1.4,0.1361401
1616,10,0.995,-0.1,2,1,2.5758293035489,0.05,2.5,0.4373531,1.43177937640428,2.71386662304498,3.70955744076853,0.0070419,1.5,0.1416956,1.5,0.1369451
1617,10,0.995,-0.1,2,2,2.5758293035489,0.01,2.57,0.5054729,1.52983861358465,2.65112116701583,3.68491465507725,0.1126899,0.93,0.9696544,0.93,0.9809834
1618,10,0.995,-0.1,2,2,2.5758293035489,0.05,2.57,0.5025746,1.52983861358465,2.65112116701583,3.68491465507725,0.092549,1.52,1.3615755,1.52,1.3623581
1619,10,0.995,-0.1,2,3,2.5758293035489,0.01,2.572,2.6293082,1.64600962847602,2.63611887002739,3.69446030693829,24.0910386,0.927,10.1209018,0.927,9.8560291
1620,10,0.995,-0.1,2,3,2.5758293035489,0.05,2.572,2.6255286,1.64600962847602,2.63611887002739,3.69446030693829,24.4688249,1.52,13.3575173,1.52,13.612321
1621,1,0.995,-0.05,0.5,1,2.5758293035489,0.01,1,0.1039135,NaN,NaN,NaN,0.0115308,3.3,0.2737194,3.3,0.252572
1622,1,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.7,0.200641,NaN,NaN,NaN,0.0037945,3.3,0.2536038,3.3,0.2495458
1623,1,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.79,0.3813412,1.85071565541725,2.0349866201271,2.71053417168522,0.0758492,1.96,1.8050489,1.96,1.8168596
