Iteration,Run,CDF_Threshold,k,sigma,Rounding,Real_Threshold,SigLevel,Studentized_Residuals,SR_Time,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Anderson_Darling,AD_Time,Cramer_Von_Mises,CVM_Time
1624,1,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.79,0.377445,1.85071565541725,2.0349866201271,2.71053417168522,0.1003131,1.96,1.8093747,1.96,1.8273704
1625,1,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.433,1.9555109,1.85672805820849,2.01511398253302,2.77856751705373,24.6789289,1.906,16.9877508,1.906,17.2827025
1626,1,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.433,1.9699402,1.85672805820849,2.01511398253302,2.77856751705373,24.6272248,1.906,16.9391289,1.906,17.3872644
1627,2,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.6,0.2473645,1.74301884225391,NaN,NaN,0.0067235,3.7,0.2597345,3.7,0.2598321
1628,2,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.6,0.2289104,1.74301884225391,NaN,NaN,0.0059681,3.7,0.2583264,3.7,0.2569062
1629,2,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.63,0.3582539,1.84046755699407,2.15752818416566,2.60905937261627,0.0764049,1.61,1.5855925,1.61,1.5681973
1630,2,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.63,0.374273,1.84046755699407,2.15752818416566,2.60905937261627,0.0956734,1.61,1.5870962,1.61,1.5804908
1631,2,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.329,2.0383722,1.72385588934339,1.81904066061615,2.18300665362334,25.0729003,1.544,15.2696959,1.544,15.6043944
1632,2,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.329,1.9813595,1.72385588934339,1.81904066061615,2.18300665362334,24.880589,1.591,15.5225208,1.591,15.4570161
1633,3,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.7,0.2012478,1.84467456962017,NaN,NaN,0.0052735,3.6,0.2611286,3.6,0.2623555
1634,3,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.7,0.2124365,1.84467456962017,NaN,NaN,0.0052033,3.6,0.2614487,3.6,0.259635
1635,3,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.75,0.4795951,1.86700344888207,3.0082030599812,NaN,0.098695,1.68,1.6260837,1.67,1.8136058
1636,3,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.75,0.4616816,1.86700344888207,3.0082030599812,NaN,0.087585,1.8,1.7447877,1.8,1.6865349
1637,3,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.626,1.9216005,1.86075075054927,2.97169414680929,NaN,25.2203967,1.618,15.4788544,1.618,15.6152657
1638,3,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.626,1.932618,1.86075075054927,2.97169414680929,NaN,24.9848462,1.624,15.4939941,1.618,15.5694168
1639,4,0.995,-0.05,0.5,1,2.5758293035489,0.01,2.7,0.3424206,1.45476060042532,2.62516309508322,NaN,0.005568,3.9,0.281163,3.9,0.2831975
1640,4,0.995,-0.05,0.5,1,2.5758293035489,0.05,2.7,0.3447577,1.45476060042532,2.62516309508322,NaN,0.0061651,3.9,0.2755536,3.9,0.2796098
1641,4,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.61,0.4080155,1.5931628257311,2.54932229867319,NaN,0.0968889,1.55,1.5145676,1.55,1.5165134
1642,4,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.61,0.4031093,1.5931628257311,2.54932229867319,NaN,0.090165,1.56,1.5374415,1.56,1.5197506
1643,4,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.51,1.9374859,1.69333367172557,2.52807541796942,NaN,24.9658285,1.523,14.7307955,1.505,14.6336967
1644,4,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.51,1.8780081,1.69333367172557,2.52807541796942,NaN,24.7581098,1.807,16.1652469,1.523,14.699339
1645,5,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.6,0.2006064,1.8752884511614,NaN,NaN,0.0051338,3.6,0.2552948,3.6,0.2546858
1646,5,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.8,0.3937174,1.8752884511614,NaN,NaN,0.0052289,3.6,0.2613106,3.6,0.2574334
1647,5,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.6,0.4820402,1.86985871395309,2.20817246688995,NaN,0.0810361,1.68,1.6352411,1.68,1.6303541
1648,5,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.91,0.6997804,1.86985871395309,2.20817246688995,NaN,0.1036782,1.68,1.6309074,1.68,1.6221652
1649,5,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.601,1.9351377,1.87584951940807,2.21008891855427,NaN,24.4611422,1.646,16.2671986,1.646,15.8554796
1650,5,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.601,1.9252334,1.87584951940807,2.21008891855427,NaN,24.4269865,1.646,16.1862546,1.646,15.8578138
1651,6,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.4,0.2129481,1.81502449400789,NaN,NaN,0.0049042,3.4,0.2533982,3.4,0.2530427
1652,6,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.7,0.407281,1.81502449400789,NaN,NaN,0.0055035,3.4,0.2601377,3.4,0.2536243
1653,6,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.45,0.4020496,1.70732033866317,1.97228861081247,2.36237475836413,0.0924463,3.42,2.2548284,3.42,2.253606
1654,6,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.45,0.389006,1.70732033866317,1.97228861081247,2.36237475836413,0.0790395,3.42,2.2413648,3.42,2.2212026
1655,6,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.456,1.9694091,1.72573039958329,1.99328558965082,2.35692429534369,24.7839084,3.422,18.5336526,3.422,18.0050069
1656,6,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.456,1.9671977,1.72573039958329,1.99328558965082,2.35692429534369,25.2593381,3.422,18.4535095,3.422,18.0093127
1657,7,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.6,0.1748749,2.09392050818699,NaN,NaN,0.0043339,3.4,0.2512471,3.4,0.2486356
1658,7,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.9,0.373148,2.09392050818699,NaN,NaN,0.0045322,3.4,0.2530211,3.4,0.2606452
1659,7,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.74,0.486189,2.10554304944611,2.41083812168868,NaN,0.0789257,1.82,1.7290064,1.82,1.7198773
1660,7,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.74,0.4758306,2.10554304944611,2.41083812168868,NaN,0.0927414,1.82,1.731288,1.82,1.7243338
1661,7,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.589,1.9292726,1.94328146924432,2.12686340953795,2.42436015923298,25.5676464,1.795,16.9458094,1.795,16.8083894
1662,7,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.589,1.9300141,1.94328146924432,2.12686340953795,2.42436015923298,25.6905287,1.795,17.0818849,1.795,16.5980081
1663,8,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.6,0.2112179,1.89596740826663,NaN,NaN,0.0057778,3.7,0.2524636,3.7,0.2552632
1664,8,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.6,0.1979279,1.89596740826663,NaN,NaN,0.0056278,3.7,0.261007,3.7,0.2611873
1665,8,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.46,0.4744485,1.9413357231733,2.63183353570728,NaN,0.097534,1.64,1.5512739,1.64,1.5771383
1666,8,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.96,0.5945053,1.9413357231733,2.63183353570728,NaN,0.0904782,1.69,1.5959165,1.69,1.6070251
1667,8,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.377,2.0201928,1.97474077176533,2.63556366512421,NaN,25.7086475,1.592,15.656453,1.592,15.1851972
1668,8,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.377,2.0204387,1.97474077176533,2.63556366512421,NaN,25.479303,1.592,15.7070461,1.592,15.2437453
1669,9,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.1,0.0969315,1.94165140237549,NaN,NaN,0.0050715,3.9,0.2591902,3.9,0.2565746
1670,9,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.7,0.2055276,1.94165140237549,NaN,NaN,0.0048904,3.9,0.2545018,3.9,0.2572354
1671,9,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.13,0.2538294,2.01823404250104,2.3909403637935,NaN,0.0867549,1.61,1.5421015,1.61,1.5406892
1672,9,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.13,0.247437,2.01823404250104,2.3909403637935,NaN,0.0877411,1.61,1.5328803,1.61,1.5421392
1673,9,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.133,1.9977124,2.00846587267721,2.40584522113896,2.68309045895813,25.0049569,1.557,15.1082961,1.557,14.694726
1674,9,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.133,2.0016961,2.00846587267721,2.40584522113896,2.68309045895813,24.4560084,1.557,14.8498954,1.557,15.231245
1675,10,0.995,-0.05,0.5,1,2.5758293035489,0.01,1.5,0.1972123,1.89994130143026,NaN,NaN,0.0042519,3.4,0.2515738,3.4,0.261462
1676,10,0.995,-0.05,0.5,1,2.5758293035489,0.05,1.8,0.3858829,1.89994130143026,NaN,NaN,0.004011,3.4,0.2581015,3.4,0.2518458
1677,10,0.995,-0.05,0.5,2,2.5758293035489,0.01,1.48,0.4846339,1.89518631518107,2.49290352327801,3.00423430380938,0.1128795,1.85,1.7518574,1.85,1.7763999
1678,10,0.995,-0.05,0.5,2,2.5758293035489,0.05,1.86,0.6812593,1.89518631518107,2.49290352327801,3.00423430380938,0.1009465,1.85,1.7334659,1.85,1.745507
1679,10,0.995,-0.05,0.5,3,2.5758293035489,0.01,1.455,1.9307953,1.88830061500459,2.47018002662685,2.98727153927306,24.2839298,1.84,16.7838491,1.84,17.1090683
1680,10,0.995,-0.05,0.5,3,2.5758293035489,0.05,1.455,1.9370509,1.88830061500459,2.47018002662685,2.98727153927306,23.9550329,1.84,16.992446,1.84,17.2830763
1681,1,0.995,-0.05,1,1,2.5758293035489,0.01,2.6,0.307995,1.32510727940506,2.7266428889567,NaN,0.0056669,1.6,0.159156,1.6,0.1550793
1682,1,0.995,-0.05,1,1,2.5758293035489,0.05,2.6,0.3076563,1.32510727940506,2.7266428889567,NaN,0.0061403,1.7,0.1626367,1.6,0.1568124
1683,1,0.995,-0.05,1,2,2.5758293035489,0.01,2.64,0.4982496,1.50482925676185,2.67612189771608,NaN,0.099421,1.63,1.4584328,1.13,1.1859694
1684,1,0.995,-0.05,1,2,2.5758293035489,0.05,2.64,0.4655138,1.50482925676185,2.67612189771608,NaN,0.1146558,1.65,1.4759269,1.65,1.4968208
1685,1,0.995,-0.05,1,3,2.5758293035489,0.01,2.636,2.5929939,1.66318591126745,2.67495926422422,NaN,24.7742195,1.115,11.6665622,1.102,11.9085028
1686,1,0.995,-0.05,1,3,2.5758293035489,0.05,2.636,2.6209729,1.66318591126745,2.67495926422422,NaN,24.9406758,1.644,14.1177009,1.114,11.7730821
1687,2,0.995,-0.05,1,1,2.5758293035489,0.01,1.6,0.2383664,1.8491005074977,2.94498216947397,NaN,0.0061869,1.5,0.1536049,1.5,0.1540818
1688,2,0.995,-0.05,1,1,2.5758293035489,0.05,2,0.3630589,1.8491005074977,2.94498216947397,NaN,0.0067416,1.5,0.1528579,1.5,0.1525666
1689,2,0.995,-0.05,1,2,2.5758293035489,0.01,2.01,0.6005229,1.95311734293549,2.89700120835293,NaN,0.081645,1.13,1.2143747,1.13,1.1958006
1690,2,0.995,-0.05,1,2,2.5758293035489,0.05,2.01,0.5862229,1.95311734293549,2.89700120835293,NaN,0.1117168,1.14,1.2111523,1.13,1.1864204
1691,2,0.995,-0.05,1,3,2.5758293035489,0.01,1.595,2.6851096,1.093607456284,1.99954504358553,2.86744336462808,25.1262534,1.134,11.9953198,1.13,12.1735277
1692,2,0.995,-0.05,1,3,2.5758293035489,0.05,2.014,2.8444503,1.093607456284,1.99954504358553,2.86744336462808,25.8596963,1.141,11.9521856,1.134,11.9467851
1693,3,0.995,-0.05,1,1,2.5758293035489,0.01,1.7,0.2224457,1.69108737522836,2.77930211452137,NaN,0.0061893,1.6,0.1601323,1.4,0.1465225
1694,3,0.995,-0.05,1,1,2.5758293035489,0.05,1.7,0.2077198,1.69108737522836,2.77930211452137,NaN,0.0063356,1.7,0.1642249,1.6,0.1566459
1695,3,0.995,-0.05,1,2,2.5758293035489,0.01,1.96,0.615722,1.7824641329456,2.80557599110537,NaN,0.0867525,1.16,1.2355553,1.15,1.2272908
1696,3,0.995,-0.05,1,2,2.5758293035489,0.05,1.96,0.6132533,1.7824641329456,2.80557599110537,NaN,0.0942606,1.16,1.2401192,1.16,1.2371038
1697,3,0.995,-0.05,1,3,2.5758293035489,0.01,1.714,2.4732393,1.85980649015343,2.80199165946154,NaN,25.4367185,1.16,12.4132128,1.154,12.3742947
1698,3,0.995,-0.05,1,3,2.5758293035489,0.05,1.714,2.3894309,1.85980649015343,2.80199165946154,NaN,24.9357874,1.283,13.5425306,1.16,12.333944
1699,4,0.995,-0.05,1,1,2.5758293035489,0.01,1.6,0.2186848,1.70152224048136,2.7720277574832,NaN,0.0061262,1.5,0.1537611,1.5,0.1509379
1700,4,0.995,-0.05,1,1,2.5758293035489,0.05,1.6,0.2049142,1.70152224048136,2.7720277574832,NaN,0.0060865,1.8,0.1702274,1.8,0.1637807
1701,4,0.995,-0.05,1,2,2.5758293035489,0.01,2.61,0.7042575,1.76477397902478,2.7432691003203,NaN,0.0916427,1.17,1.2369399,1.17,1.228813
1702,4,0.995,-0.05,1,2,2.5758293035489,0.05,2.61,0.7115513,1.76477397902478,2.7432691003203,NaN,0.108799,1.51,1.4164242,1.17,1.2298786
1703,4,0.995,-0.05,1,3,2.5758293035489,0.01,1.843,2.2879893,1.8513539831818,2.70741619532638,NaN,24.7378483,1.141,12.1267387,1.139,12.218103
1704,4,0.995,-0.05,1,3,2.5758293035489,0.05,1.843,2.3011879,1.8513539831818,2.70741619532638,NaN,24.4165474,1.508,14.2754357,1.141,12.1365647
1705,5,0.995,-0.05,1,1,2.5758293035489,0.01,1.7,0.2667984,1.56840863850126,2.67531262605936,3.48007194816818,0.0068348,1.4,0.1412222,1.3,0.1317704
1706,5,0.995,-0.05,1,1,2.5758293035489,0.05,2.6,0.4525313,1.56840863850126,2.67531262605936,3.48007194816818,0.0087671,1.4,0.1683339,1.3,0.1437671
1707,5,0.995,-0.05,1,2,2.5758293035489,0.01,1.88,0.542846,1.71543186293286,2.60790976502474,3.42757320281212,0.0980369,1.06,1.1722637,1.06,1.2495203
1708,5,0.995,-0.05,1,2,2.5758293035489,0.05,2.57,0.6205434,1.71543186293286,2.60790976502474,3.42757320281212,0.0966571,1.36,1.3214494,1.06,1.1605009
1709,5,0.995,-0.05,1,3,2.5758293035489,0.01,1.863,2.3345636,1.76889777343753,2.60350366733771,3.44390393599258,25.3003417,1.06,11.3302103,1.035,11.2657028
1710,5,0.995,-0.05,1,3,2.5758293035489,0.05,1.863,2.328894,1.76889777343753,2.60350366733771,3.44390393599258,25.1124841,1.065,11.2305516,1.06,11.126804
1711,6,0.995,-0.05,1,1,2.5758293035489,0.01,1.5,0.2340583,1.82431762932132,2.71422921960409,NaN,0.005337,1.5,0.1515483,1.5,0.1507353
1712,6,0.995,-0.05,1,1,2.5758293035489,0.05,2,0.4258473,1.82431762932132,2.71422921960409,NaN,0.0059316,1.6,0.1655956,1.6,0.1568128
1713,6,0.995,-0.05,1,2,2.5758293035489,0.01,1.49,0.3714921,1.91829995854383,2.66439778795115,NaN,0.0958282,1.29,1.312574,1.13,1.2052682
1714,6,0.995,-0.05,1,2,2.5758293035489,0.05,1.49,0.372163,1.91829995854383,2.66439778795115,NaN,0.1068428,1.31,1.489411,1.31,1.4848302
1715,6,0.995,-0.05,1,3,2.5758293035489,0.01,1.265,1.9977722,1.58779966673224,1.94064880264109,2.65140394651653,24.5326298,1.285,12.9737364,1.139,12.0285305
1716,6,0.995,-0.05,1,3,2.5758293035489,0.05,1.265,1.9140944,1.58779966673224,1.94064880264109,2.65140394651653,24.7760107,1.285,13.3496009,1.285,12.8610001
1717,7,0.995,-0.05,1,1,2.5758293035489,0.01,2.6,0.3393821,1.43359896117844,NaN,NaN,0.0061553,1.6,0.1569833,1.6,0.152098
1718,7,0.995,-0.05,1,1,2.5758293035489,0.05,3.1,0.4517524,1.43359896117844,NaN,NaN,0.005919,1.6,0.1535195,1.6,0.1536683
1719,7,0.995,-0.05,1,2,2.5758293035489,0.01,3,0.8300154,1.58340976747748,3.62869327124723,NaN,0.0940567,1.03,1.131779,1.02,1.1218633
1720,7,0.995,-0.05,1,2,2.5758293035489,0.05,3,0.8206152,1.58340976747748,3.62869327124723,NaN,0.100837,1.62,1.4650017,1.1,1.1824595
1721,7,0.995,-0.05,1,3,2.5758293035489,0.01,2.577,2.5424906,1.67754737126252,3.61919805715215,NaN,23.3426485,1.104,11.9263885,1.099,11.7375513
1722,7,0.995,-0.05,1,3,2.5758293035489,0.05,2.577,2.424427,1.67754737126252,3.61919805715215,NaN,23.1313586,1.623,14.4415906,1.102,11.5832509
1723,8,0.995,-0.05,1,1,2.5758293035489,0.01,1.6,0.2464536,1.74943169740424,2.65609876963653,NaN,0.0058206,1.4,0.1829875,1.4,0.1648568
1724,8,0.995,-0.05,1,1,2.5758293035489,0.05,1.6,0.2864341,1.74943169740424,2.65609876963653,NaN,0.0061882,1.4,0.1469905,1.4,0.2001152
1725,8,0.995,-0.05,1,2,2.5758293035489,0.01,1.66,0.4513985,1.85327529969018,2.59785742586527,NaN,0.1063951,1.16,1.3750287,1.16,1.2909631
1726,8,0.995,-0.05,1,2,2.5758293035489,0.05,1.66,0.4324316,1.85327529969018,2.59785742586527,NaN,0.1083914,1.39,1.3646402,1.16,1.2456837
1727,8,0.995,-0.05,1,3,2.5758293035489,0.01,2.02,2.3593986,1.94037087580548,2.58429633185555,NaN,26.2005612,1.165,12.4474247,1.161,12.3514665
1728,8,0.995,-0.05,1,3,2.5758293035489,0.05,2.02,2.3828762,1.94037087580548,2.58429633185555,NaN,25.6265652,1.391,13.4888618,1.391,13.8681807
1729,9,0.995,-0.05,1,1,2.5758293035489,0.01,1.4,0.2162735,1.87155724017675,2.74298955393993,NaN,0.0082781,1.3,0.1392385,1.3,0.1329055
1730,9,0.995,-0.05,1,1,2.5758293035489,0.05,1.8,0.3348256,1.87155724017675,2.74298955393993,NaN,0.0062661,1.5,0.1517146,1.3,0.1381905
1731,9,0.995,-0.05,1,2,2.5758293035489,0.01,1.89,0.5991335,1.94625640626488,2.69567100506013,3.63443330255651,0.0977442,1.05,1.1348457,1.05,1.1401045
1732,9,0.995,-0.05,1,2,2.5758293035489,0.05,1.89,0.6005041,1.94625640626488,2.69567100506013,3.63443330255651,0.1148626,1.13,1.1843008,1.12,1.1922991
1733,9,0.995,-0.05,1,3,2.5758293035489,0.01,1.852,2.3420781,2.0209786266592,2.66843638005899,3.65411050066554,25.2454375,1.123,11.7731382,1.108,11.6712257
1734,9,0.995,-0.05,1,3,2.5758293035489,0.05,1.852,2.33398,2.0209786266592,2.66843638005899,3.65411050066554,25.3197916,1.13,11.8270837,1.123,11.7719372
1735,10,0.995,-0.05,1,1,2.5758293035489,0.01,1.6,0.2354785,1.77948228841356,NaN,NaN,0.0052206,1.5,0.1535043,1.5,0.1498766
1736,10,0.995,-0.05,1,1,2.5758293035489,0.05,1.6,0.2281737,1.77948228841356,NaN,NaN,0.0052559,1.5,0.1515106,1.5,0.1473596
1737,10,0.995,-0.05,1,2,2.5758293035489,0.01,1.99,0.5758687,1.88042114778749,3.21099039054046,NaN,0.105894,1.45,1.3912761,1.18,1.2317189
1738,10,0.995,-0.05,1,2,2.5758293035489,0.05,1.99,0.5851691,1.88042114778749,3.21099039054046,NaN,0.0803125,1.45,1.3938548,1.45,1.3892358
1739,10,0.995,-0.05,1,3,2.5758293035489,0.01,1.694,2.2510989,1.93401214987854,3.20239174737043,NaN,23.7163511,1.169,12.6522373,1.169,12.2749389
1740,10,0.995,-0.05,1,3,2.5758293035489,0.05,1.694,2.2219651,1.93401214987854,3.20239174737043,NaN,23.0064127,1.452,13.9477897,1.169,12.6409227
1741,1,0.995,-0.05,2,1,2.5758293035489,0.01,1.6,0.2942061,1.61000742496437,4.25986082657653,NaN,0.0075308,1.3,0.1327612,1.3,0.1313372
1742,1,0.995,-0.05,2,1,2.5758293035489,0.05,1.6,0.2883507,1.61000742496437,4.25986082657653,NaN,0.0074221,1.3,0.1327369,1.3,0.1279102
1743,1,0.995,-0.05,2,2,2.5758293035489,0.01,1.72,0.4726878,1.6621706998742,3.57531859308364,4.23811477388504,0.0913826,1.31,1.2320272,1.31,1.2355374
1744,1,0.995,-0.05,2,2,2.5758293035489,0.05,2.57,0.622121,1.6621706998742,3.57531859308364,4.23811477388504,0.1029412,1.32,1.2451733,1.32,1.2383702
1745,1,0.995,-0.05,2,3,2.5758293035489,0.01,1.731,2.3717346,1.70789632024387,3.57104106434026,4.22679718566001,24.788948,1.311,12.5659995,1.311,12.3271838
1746,1,0.995,-0.05,2,3,2.5758293035489,0.05,1.731,2.5367405,1.70789632024387,3.57104106434026,4.22679718566001,24.953603,1.318,12.3335122,1.318,12.6287767
1747,2,0.995,-0.05,2,1,2.5758293035489,0.01,2.6,0.5475722,1.60072621585903,2.74633319738308,3.57500815844436,0.0081412,1.3,0.1268602,1.3,0.1238119
1748,2,0.995,-0.05,2,1,2.5758293035489,0.05,2.6,0.5547569,1.60072621585903,2.74633319738308,3.57500815844436,0.0072932,1.3,0.1259032,1.3,0.1255392
1749,2,0.995,-0.05,2,2,2.5758293035489,0.01,2.64,0.5149281,1.71934885269542,2.70295345035139,3.59583999607905,0.0969366,1.31,1.2162782,1.3,1.2208833
1750,2,0.995,-0.05,2,2,2.5758293035489,0.05,2.64,0.5243959,1.71934885269542,2.70295345035139,3.59583999607905,0.0874706,1.31,1.208094,1.31,1.2135238
1751,2,0.995,-0.05,2,3,2.5758293035489,0.01,1.904,2.7939075,1.78274393243534,2.69770563640083,3.59050951789615,25.5551868,1.303,12.028989,1.288,12.0863286
1752,2,0.995,-0.05,2,3,2.5758293035489,0.05,2.607,3.0705983,1.78274393243534,2.69770563640083,3.59050951789615,25.9085071,1.304,12.1578899,1.304,12.0553834
1753,3,0.995,-0.05,2,1,2.5758293035489,0.01,2.6,0.415677,1.35841954987975,2.66277892120711,4.40320399794087,0.0076474,1.4,0.134994,1.4,0.1327724
1754,3,0.995,-0.05,2,1,2.5758293035489,0.05,2.6,0.4206151,1.35841954987975,2.66277892120711,4.40320399794087,0.0069574,1.7,0.1546253,1.7,0.1518114
1755,3,0.995,-0.05,2,2,2.5758293035489,0.01,2.56,0.4981799,1.44761718915109,2.63674701958255,3.10501702481691,0.0821111,1.41,1.2878613,1.41,1.2816475
1756,3,0.995,-0.05,2,2,2.5758293035489,0.05,2.56,0.5197298,1.44761718915109,2.63674701958255,3.10501702481691,0.104287,1.73,1.4714016,1.73,1.4740346
1757,3,0.995,-0.05,2,3,2.5758293035489,0.01,2.559,2.630038,1.61904631664911,2.62209445145135,3.06654197105337,24.19199,1.408,12.6926574,1.408,12.5760832
1758,3,0.995,-0.05,2,3,2.5758293035489,0.05,2.559,2.5981116,1.61904631664911,2.62209445145135,3.06654197105337,23.9733856,1.523,13.5436256,1.523,13.2166883
1759,4,0.995,-0.05,2,1,2.5758293035489,0.01,1.5,0.2706785,1.76027653909555,2.74255093907339,3.6651061658906,0.0068282,1.3,0.1306917,1.3,0.1354088
1760,4,0.995,-0.05,2,1,2.5758293035489,0.05,1.9,0.4782837,1.76027653909555,2.74255093907339,3.6651061658906,0.0068289,1.3,0.1310961,1.3,0.1288118
1761,4,0.995,-0.05,2,2,2.5758293035489,0.01,1.94,0.3761633,1.84556991804293,2.67480226394866,3.06588211233712,0.1055567,1.02,1.0897266,1,1.0311404
1762,4,0.995,-0.05,2,2,2.5758293035489,0.05,1.94,0.3744263,1.84556991804293,2.67480226394866,3.06588211233712,0.0855001,1.31,1.2017545,1.31,1.2069246
1763,4,0.995,-0.05,2,3,2.5758293035489,0.01,1.583,2.3766004,1.90390658736949,2.67023864208976,3.05597575256815,24.6391661,1.021,10.4121906,1.021,10.7865116
1764,4,0.995,-0.05,2,3,2.5758293035489,0.05,1.947,2.7024559,1.90390658736949,2.67023864208976,3.05597575256815,24.6957427,1.303,12.0643014,1.296,12.268159
1765,5,0.995,-0.05,2,1,2.5758293035489,0.01,1.6,0.2760433,1.60388837096372,NaN,NaN,0.0071976,1.5,0.1415357,1.4,0.1439262
1766,5,0.995,-0.05,2,1,2.5758293035489,0.05,2.6,0.4357717,1.60388837096372,NaN,NaN,0.0078891,1.5,0.1382004,1.5,0.1387338
1767,5,0.995,-0.05,2,2,2.5758293035489,0.01,2.62,0.4744022,1.66880203782182,2.64170730135974,3.9193272144936,0.0887346,1.4,1.2855708,1.4,1.2779894
1768,5,0.995,-0.05,2,2,2.5758293035489,0.05,2.62,0.4713789,1.66880203782182,2.64170730135974,3.9193272144936,0.0897752,1.54,1.3685058,1.54,1.3494744
1769,5,0.995,-0.05,2,3,2.5758293035489,0.01,1.586,2.5666294,1.71110335647195,2.61883329657938,3.93663977327702,24.5850825,1.393,12.8203505,1.393,13.0558388
1770,5,0.995,-0.05,2,3,2.5758293035489,0.05,1.586,2.3926461,1.71110335647195,2.61883329657938,3.93663977327702,24.6275664,1.524,13.3955735,1.494,13.1296555
1771,6,0.995,-0.05,2,1,2.5758293035489,0.01,2.5,0.4277702,1.46917834365481,3.15902329500569,NaN,0.0072972,1.3,0.1307606,1.3,0.1280845
1772,6,0.995,-0.05,2,1,2.5758293035489,0.05,2.5,0.4267402,1.46917834365481,3.15902329500569,NaN,0.0079304,1.3,0.1273197,1.3,0.1301082
1773,6,0.995,-0.05,2,2,2.5758293035489,0.01,2.56,0.4829105,1.5481220816167,2.82153112570766,4.32392462731253,0.097095,1.3,1.2315496,1.29,1.2135779
1774,6,0.995,-0.05,2,2,2.5758293035489,0.05,2.56,0.4833957,1.5481220816167,2.82153112570766,4.32392462731253,0.0855763,1.32,1.2600016,1.3,1.3614706
1775,6,0.995,-0.05,2,3,2.5758293035489,0.01,2.555,2.3575908,1.64435206387331,2.79707110953524,4.32364069576339,25.2441301,1.298,12.1744027,1.29,12.076713
1776,6,0.995,-0.05,2,3,2.5758293035489,0.05,2.555,2.2642843,1.64435206387331,2.79707110953524,4.32364069576339,25.0988451,1.315,12.6999944,1.298,12.0632456
1777,7,0.995,-0.05,2,1,2.5758293035489,0.01,2.6,0.4156547,1.40860019565605,2.75748631312045,3.43842786729476,0.0076712,1.5,0.1440801,1.5,0.1424467
1778,7,0.995,-0.05,2,1,2.5758293035489,0.05,2.6,0.4143531,1.40860019565605,2.75748631312045,3.43842786729476,0.0085238,1.5,0.1421648,1.5,0.140308
1779,7,0.995,-0.05,2,2,2.5758293035489,0.01,2.66,0.4995928,1.49922269575472,2.68134740856286,3.45001499553684,0.0933547,1.46,1.313126,1.46,1.3538082
1780,7,0.995,-0.05,2,2,2.5758293035489,0.05,2.66,0.4822057,1.49922269575472,2.68134740856286,3.45001499553684,0.1007304,1.48,1.3367787,1.48,1.3313713
1781,7,0.995,-0.05,2,3,2.5758293035489,0.01,2.646,2.7195645,1.57532192421599,2.67372562235892,3.44950772978586,24.8902754,1.461,13.3123458,1.461,13.1964626
